[2025-09-11 22:46:55] CREACION: Nuevo árbol binario creado
[2025-09-11 22:46:55] INICIO: INICIADO...
[2025-09-11 22:46:58] ERROR: Entrada inválida en menú principal
[2025-09-11 22:47:01] ERROR: Opción de menú inválida: -9
[2025-09-11 22:47:07] ERROR: Opción de menú inválida: 10
[2025-09-11 22:47:10] ERROR: Intento de búsqueda en árbol vacío
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4913] Miguel Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1434] Rosa López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8801] Carlos Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9867] Diego Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2234] Rosa López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7451] Roberto Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4151] Roberto Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6875] Fernando Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3739] Javier Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4242] María Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1651] Roberto Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6430] Elena Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3257] Antonio Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4588] Carmen Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4848] Carmen Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9544] Laura Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10521] Carlos Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5660] Ana Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2128] Carmen Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5522] María Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4596] Isabel Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6644] Laura Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2758] Mónica Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7970] Elena Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7825] Pedro López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10633] Miguel López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2310] Elena Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9645] Pedro Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9484] Laura Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3046] Sofía Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10757] Antonio Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10982] María Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3660] Ana Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9040] Ana Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9017] Antonio García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6916] Isabel Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4893] Miguel Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2356] Isabel Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8638] Mónica López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7830] Elena López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8151] Roberto Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4219] Javier García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3164] Laura Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7933] Miguel Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8073] Miguel Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6749] Luis Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8303] Juan Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10746] Sofía Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4192] Patricia Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1884] Laura Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1587] Diego Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5862] María Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1873] Miguel Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7850] Elena Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9267] Diego Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10238] Mónica López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7601] Carlos Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1633] Miguel Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10206] Sofía García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8527] Diego Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7716] Isabel Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10045] Pedro Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9355] Fernando Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1843] Juan Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9124] Laura Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9714] Rosa Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5908] Carmen Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4203] Juan García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1763] Juan Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9286] Sofía Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3948] Carmen Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9090] Elena Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7140] Ana Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1066] Sofía Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9614] Rosa Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9069] Luis Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8827] Diego Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1154] Rosa Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8166] Sofía Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1198] Mónica Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1187] Diego Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6036] Isabel Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9003] Juan García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8309] Luis Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1271] Roberto Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2678] Mónica Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9304] Laura Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1328] Carmen Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7728] Carmen Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5729] Luis Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4998] Mónica Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7242] María Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7194] Rosa Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8225] Pedro López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10708] Carmen Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2668] Carmen Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4761] Carlos Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2779] Javier Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4674] Rosa Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4724] Laura Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5160] Ana Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8625] Pedro López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4526] Sofía Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3549] Luis Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4403] Juan Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9142] María Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8332] Patricia Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4901] Carlos Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6453] Miguel Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4332] Patricia Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8799] Javier Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6114] Rosa Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5812] Patricia García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7872] Patricia Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1740] Ana Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7995] Fernando Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2923] Juan Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2195] Fernando Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9519] Javier Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5402] María García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1341] Carlos Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1283] Juan Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1570] Elena Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10446] Sofía Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5559] Javier Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5896] Isabel Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4128] Carmen Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2298] Mónica Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4840] Ana Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4508] Carmen Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4351] Roberto Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6586] Sofía Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2474] Rosa Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3438] Mónica López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8102] María Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6874] Rosa Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7293] Miguel Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8581] Carlos Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5754] Rosa Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4457] Antonio Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9247] Diego Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8349] Luis Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8818] Mónica Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6417] Antonio Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5687] Diego Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5392] Patricia Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8973] Miguel Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9973] Miguel Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8622] María López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4644] Laura Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4816] Isabel Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9646] Sofía Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2675] Fernando Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9722] María Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10742] María Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10438] Mónica Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10033] Miguel Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1743] Juan Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1174] Rosa Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8870] Elena Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5723] Juan Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1557] Antonio Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6277] Antonio Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1479] Javier Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2210] Elena García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9792] Patricia Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10280] Ana Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6224] Laura López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5362] María Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7150] Elena Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2094] Rosa Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5672] Patricia Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4968] Carmen Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9178] Mónica Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9564] Laura Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7802] María García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5909] Luis Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10406] Sofía Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7750] Elena Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4385] Pedro Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2459] Javier Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10979] Javier Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3404] Laura García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5327] Diego Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5526] Sofía Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1128] Carmen Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9313] Miguel Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3497] Antonio Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10714] Rosa Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2433] Miguel Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1088] Carmen Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9620] Ana Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10920] Ana Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6470] Elena Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1265] Pedro Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3579] Javier Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2271] Roberto Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8984] Laura Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9319] Javier Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1220] Ana Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2466] Sofía Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10892] Patricia Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4207] Diego García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9595] Fernando Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7536] Isabel Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6309] Luis Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10567] Diego Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6247] Diego Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10743] Juan Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10032] Patricia Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5304] Laura Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6281] Carlos Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9535] Fernando Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1391] Roberto Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1567] Diego Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2460] Ana Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9105] Pedro Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3927] Diego Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9188] Carmen Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8284] Laura Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1139] Javier Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4697] Antonio Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9098] Mónica Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6650] Elena Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2640] Ana Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8262] María Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1934] Rosa Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1714] Rosa Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10883] Juan Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2724] Laura Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6100] Ana Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3415] Fernando García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8062] María Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1153] Miguel Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9680] Ana Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8593] Miguel Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7686] Sofía Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7373] Miguel Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9128] Carmen Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8706] Sofía Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5373] Miguel Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7122] María Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1501] Carlos Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6416] Isabel Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2626] Sofía López
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5396] Isabel Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9175] Fernando Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2057] Antonio Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6056] Isabel Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4255] Fernando Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5092] Patricia Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3511] Roberto Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10269] Luis Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9581] Carlos Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1745] Pedro Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6678] Mónica Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2727] Diego Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4947] Diego Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9555] Fernando Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10781] Carlos Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2330] Elena Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7334] Rosa Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9344] Laura Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4182] María Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6484] Laura Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8862] María Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3925] Pedro Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3061] Carlos Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5735] Fernando Álvarez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10415] Fernando Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5696] Isabel Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5308] Carmen Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7745] Pedro Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3107] Diego Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10326] Sofía Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3369] Luis Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10292] Patricia Pérez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4453] Miguel Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7255] Fernando Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7310] Elena Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10780] Ana Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8433] Miguel Ruiz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4419] Javier Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7932] Patricia Ramírez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5212] Patricia Díaz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8089] Luis Morales
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1957] Antonio Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4844] Laura Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1366] Sofía Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3943] Juan Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10616] Isabel García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4144] Laura Romero
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4561] Carlos Navarro
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2902] María Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8382] María Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2789] Luis Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7185] Pedro Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2189] Luis Torres
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7151] Roberto Cruz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [2370] Elena Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [3582] María Gómez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [1966] Sofía Flores
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5064] Laura Martínez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [7058] Mónica Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [9509] Luis Sánchez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8901] Carlos Muñoz
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [8602] María García
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [10040] Ana Hernández
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [4079] Javier Jiménez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [6250] Elena Rodríguez
[2025-09-11 22:48:59] INSERCION: Empleado insertado en árbol: [5571] Roberto Flores
